gene	SRR1039508	SRR1039509	SRR1039512	SRR1039513	SRR1039516	SRR1039517	SRR1039520	SRR1039521
UBA52P6	2	0	3	1	6	9	4	1
CYP51A1P3	0	0	0	0	0	0	0	0
RP11-308K19.2	0	0	0	0	0	0	0	0
LINC01020	0	0	0	0	0	0	0	0
RPL7P33	0	0	0	0	0	1	0	0
RP11-54D18.2	9	8	12	3	6	1	4	7
RP11-266K4.9	25	20	43	13	23	20	39	15
RP11-563J2.2	4	7	6	2	6	7	2	2
RP11-43F13.3	3	8	6	2	5	25	3	6
FASTKD5	182	200	160	164	237	368	118	219
GOLGA8B	2046	1875	1616	836	2075	2560	1880	1822
KCNU1	5	2	9	2	11	6	3	3
AC025750.7	0	0	0	0	0	0	0	0
RP1-84O15.1	0	0	0	0	0	0	1	0
LA16c-60G3.8	6	12	7	8	7	11	1	4
LA16c-60H5.7	19	12	5	4	14	16	4	7
HOMEZ	194	188	201	135	217	263	128	191
C14orf164	6	5	9	2	6	12	4	3
RPS7P6	0	0	0	0	0	0	0	0
HMGB3P24	5	2	5	2	2	4	2	3
RP11-198M15.1	2	5	2	2	6	5	1	6
RP11-613H2.1	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0
RP11-62E14.2	0	0	0	0	0	0	0	0
FP15737	0	0	0	0	0	0	0	0
DDX3X	5331	5592	5649	4484	7181	8898	6947	8582
CTD-3092A11.1	141	105	158	78	161	206	146	154
RP13-395E19.3	4	4	13	4	4	3	3	0
VPS16	681	621	565	266	607	739	432	513
AL135998.1	1	0	1	0	1	1	0	0
RBBP4P3	1	0	0	0	1	0	0	0
RP6-60B16.1	0	0	0	0	0	0	0	0
NPM1P12	0	2	1	1	1	0	0	2
RPL6P30	0	0	0	0	0	0	0	0
THUMPD1P1	1	0	0	0	0	0	1	0
RP11-98L4.1	3	3	1	2	2	6	6	1
OR7E84P	1	0	1	1	0	1	0	0
ASS1P10	0	2	0	0	0	1	0	4
GPX1P2	3	0	1	4	3	5	2	2
KRT18P23	0	0	0	0	0	0	0	0
ZNF705C	0	0	0	0	0	0	0	1
ZNF705D	0	0	0	0	0	0	0	1
AF131215.5	0	1	1	0	0	0	0	0
SLC25A5P1	0	2	2	0	1	1	1	0
MRPL3P1	4	3	7	4	7	8	3	9
PPIAP1	0	0	0	0	0	0	0	0
C1QBPP	0	0	0	0	0	0	0	0
FAM90A24P	2	1	1	1	4	9	3	9
ZNF705B	0	0	0	0	0	0	0	0
HSPD1P8	0	0	0	0	0	0	0	0
FAM90A22P	0	0	0	0	0	0	0	0
TMED11P	0	0	0	0	1	1	0	0
RP11-190I17.4	0	0	0	0	0	0	0	0
RPL37P3	0	0	0	0	0	0	0	0
DEFB108P2	0	0	0	0	0	0	0	0
ZNF705G	0	1	0	0	0	0	0	1
FAM90A5P	0	2	1	1	1	5	3	2
FAM66B	109	86	143	79	140	284	103	122
MYL5	330	211	338	167	358	427	306	284
DEFT1P	0	0	0	0	0	0	0	0
AC090625.1	0	0	0	0	0	0	0	0
RP5-1057J7.1	0	2	0	1	0	0	0	1
LINC00478	138	51	161	46	142	64	177	53
ACTG1P3	2	1	6	2	5	1	6	2
BMS1P18	11	6	13	5	40	66	11	11
SCRT2	0	0	0	0	0	0	1	0
RP11-754I20.1	0	0	0	0	0	0	0	0
HMGB3P7	1	1	1	1	2	12	2	6
LL22NC01-81G9.3	0	0	0	0	0	0	0	0
GOLGA6L6	1	0	0	0	0	0	0	0
PSMA6P1	28	37	27	14	36	21	17	19
MIR17HG	4	11	9	4	8	18	4	7
PEX12P1	0	0	0	0	0	0	0	0
ZNF407	427	351	483	298	535	694	336	319
MCM3AP-AS1	40	37	55	36	62	64	43	34
AL354898.1	0	0	0	0	0	0	0	0
OR7E156P	0	0	0	0	0	0	0	0
AC015989.1	0	0	0	0	0	0	0	0
OR7E104P	0	0	0	0	0	0	0	0
NPEPL1	117	142	118	74	83	143	98	136
CTAGE12P	0	2	1	0	1	1	0	0
RP5-827A12.2	0	0	0	0	0	0	0	0
BX322557.10	169	91	187	79	231	230	185	120
SRMP1	0	0	1	0	0	0	0	0
RP5-890O15.3	0	0	0	0	1	0	0	0
ZNF663P	0	0	1	0	0	0	3	3
BCRP4	0	1	0	0	1	6	0	1
RPS8P3	1	0	0	0	1	0	0	0
AP001053.11	3	1	12	2	5	3	7	1
AL136218.1	0	0	0	0	0	0	0	0
AP000354.2	0	2	1	0	1	1	0	1
RPL27AP	0	0	0	1	0	0	0	1
RPL17-C18orf32	0	0	0	0	0	0	0	0
SKOR2	0	0	0	0	0	0	0	0
SIAH3	0	1	0	0	0	0	0	0
RCN1P1	0	0	1	1	0	1	0	0
CES5AP1	0	0	0	0	0	0	0	0
OR7E37P	4	4	7	3	8	11	3	7
BCRP3	2	6	6	18	3	37	2	10
CALM2P3	3	2	3	1	3	4	4	2
LINC00598	2	0	1	2	1	5	2	2
ARL2BPP3	0	0	0	0	0	0	0	0
HNRNPA1P7	644	696	452	383	333	534	375	439
XXbac-B562F10.11	26	17	46	11	69	47	44	20
FAM230B	0	0	0	0	0	0	0	0
AP000974.1	0	2	7	0	6	1	7	3
TPTE2P4	0	0	1	0	0	1	0	0
RBMY2DP	0	0	0	0	0	0	0	0
AP005901.1	0	0	0	0	0	0	0	0
PI4KAP1	547	503	572	261	507	527	449	493
IFIT1P1	0	0	0	0	0	0	0	0
RPS4XP4	0	0	0	0	0	0	0	0
AP005482.1	4	3	9	4	12	12	5	5
EFCAB8	1	2	0	1	0	0	2	0
LINC00189	0	0	3	1	0	0	1	0
ZNF736P11Y	0	0	0	0	0	0	0	0
AC009947.3	0	0	0	0	0	0	0	0
BCRP7	0	0	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0	0	0
DKKL1P1	0	0	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0	0	0
RP11-764K9.4	126	102	118	73	102	119	52	63
AL138815.1	0	0	0	0	0	0	0	0
KRT18P3	0	0	0	0	0	0	0	0
ANKRD20A11P	2	0	3	0	0	1	0	0
TTTY5	0	0	0	0	0	0	0	0
CNN2P7	0	0	0	0	0	0	0	1
AP003041.1	0	0	0	0	0	0	0	0
RP11-79C23.1	0	0	0	0	0	0	0	0
GAB4	0	0	0	0	0	0	0	0
GRK6P1	2	0	3	2	1	3	1	5
ESRRAP1	2	3	0	1	3	1	4	3
BCORP1	0	1	1	0	0	1	0	0
ASS1P6	0	0	0	0	0	0	0	0
RP5-836E8.1	0	0	0	0	0	0	0	0
RP5-967N21.2	0	0	0	0	0	0	0	0
C20orf202	0	0	1	0	0	0	2	3
TSPY24P	0	0	0	0	0	0	0	0
ZNF92P1Y	0	0	0	0	0	0	0	0
ZNF962P	0	1	1	0	2	3	1	0
KRT18P35	0	0	0	0	0	0	0	1
AL356585.2	164	108	175	71	165	132	151	125
AC002321.1	0	0	0	0	0	0	0	0
HMX1	0	0	0	0	0	0	0	0
AL354822.1	312	297	115	60	51	96	268	308
AC002321.2	1	1	0	0	1	3	0	2
AC174470.1	0	0	0	0	0	0	0	0
GUSBP9	75	53	91	22	105	93	68	33
AC145205.1	0	0	0	0	0	0	0	0
AL360154.1	13	14	28	14	31	25	13	20
GCGR	0	0	0	0	0	1	0	1
MGC39584	0	0	0	0	0	0	0	0
AC114730.8	0	0	0	0	0	2	0	0
RSC1A1	0	0	0	0	0	0	0	0
CELA2B	1	1	0	0	1	0	1	1
AC011841.2	1	2	1	2	5	4	2	4
CU179654.1	0	0	0	0	0	0	0	0
TMEM167B	1109	975	1114	862	1275	1536	1031	1075
AL356585.3	13	6	14	7	12	16	9	11
RP1-21O18.3	0	0	0	0	0	1	0	0
MRPL20P1	0	0	0	0	0	0	0	0
GOLGA6L18	224	222	294	159	252	245	197	226
AC145212.1	488	441	265	150	220	308	300	406
TAF9BP2	0	0	1	0	0	0	0	0
hsa-mir-6080	25	42	31	27	25	32	25	42
LRRC37A14P	0	0	0	0	0	0	3	0
AC011043.1	267	249	44	21	138	115	230	256
CFL1P6	0	0	1	0	0	0	0	0
TNFRSF25	27	14	32	8	48	42	46	31
SLC35E2	554	346	588	225	385	392	519	400
AL645728.2	0	0	0	0	0	0	0	0
RP11-488L18.3	6	3	6	2	1	3	4	2
RP11-551G24.2	0	1	0	0	1	0	0	0
RSL24D1P4	0	0	0	0	0	0	0	0
RFKP1	0	0	0	0	0	0	0	0
RP11-438O11.1	0	0	0	0	0	0	0	0
KRT18P65	0	0	0	0	0	0	0	0
LINC01139	0	0	0	0	1	0	2	1
BTNL10	1	2	2	3	0	0	1	0
ZNF847P	0	0	0	0	0	0	0	0
ZC3H11B	254	221	224	150	277	305	184	181
KRT18P12	0	0	0	0	0	0	0	0
QRSL1P1	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0
RP11-9L18.2	64	62	106	49	105	153	59	76
SDHAP2	0	0	0	0	0	0	0	0
RP11-466F5.6	0	0	3	0	1	0	1	0
RP11-122G18.7	5	4	0	0	1	5	2	0
RP11-800A3.2	0	0	0	0	0	0	0	0
TSTD1	18	13	51	39	5	5	20	29
MPTX1	0	0	0	0	0	0	0	0
RPTN	0	0	0	0	0	0	0	0
PDZK1P1	15	7	21	8	24	14	24	8
LINC01138	56	62	45	29	76	116	48	65
NBPF7	8	6	8	2	6	14	5	6
RP11-426L16.8	1	0	3	0	2	0	0	0
KRT18P57	0	1	0	0	0	0	0	0
RP11-364B6.1	0	0	0	0	0	0	0	0
RP5-837M10.1	1	3	9	1	2	6	4	3
FEN1P1	0	0	0	0	0	0	0	0
CAPNS1P1	0	0	0	0	0	0	0	0
ST13P20	0	0	1	0	1	0	0	0
MARCKSL1P2	0	0	0	0	1	1	0	0
RP11-65D24.1	0	0	0	0	0	0	0	0
CYB5RL	152	99	165	73	153	181	150	146
ZNF859P	0	1	3	1	2	1	0	0
RP4-635E8.1	0	0	2	0	0	0	0	0
RP11-334L9.1	81	57	129	36	128	242	69	39
SEPW1P	0	0	0	0	0	0	0	0
AL353354.1	4	0	1	0	0	1	0	2
RP11-4M23.7	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	0
CROCCP2	435	387	300	193	452	541	316	316
RP4-597A16.3	0	0	0	0	0	0	0	0
C1orf167	0	0	0	1	0	2	0	1
TTC34	11	3	14	3	15	9	5	1
MMP23A	255	157	216	95	333	361	237	214
ATAD3C	24	19	22	12	25	47	21	21
AL731568.1	0	0	0	0	0	0	0	0
AC092965.1	0	0	0	0	0	0	0	0
AC007528.1	0	0	0	0	0	0	0	0
BX284613.1	0	0	0	0	0	0	0	0
AL157788.1	0	0	0	0	0	0	0	0
MIR942	0	0	0	0	0	0	0	0
BX119917.1	7	2	8	5	7	9	15	18
AC013731.1	0	0	0	0	0	0	0	0
MIR190B	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0
AC116038.1	0	0	0	0	0	0	0	0
AP000866.1	0	0	0	0	0	0	0	0
AC021613.1	0	0	0	0	0	0	0	0
MIR941-1	0	0	0	0	0	3	0	5
AC055873.1	0	0	0	0	0	0	0	0
MIR921	0	0	0	0	0	0	0	0
AC026700.1	0	0	0	0	0	0	0	0
AP002884.1	0	2	0	0	0	0	0	0
MIR300	0	0	0	0	0	0	0	0
AC021818.1	0	0	0	0	0	0	0	0
AC068292.1	0	0	0	0	0	0	0	0
MIR297	0	0	0	0	0	0	0	0
AC055813.1	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0
AC007560.2	0	0	0	0	0	0	0	0
AL360176.1	0	0	0	1	0	1	0	0
MIR933	0	0	0	0	0	0	0	0
AC078819.1	0	0	0	0	1	0	0	0
AC130365.1	0	0	0	0	0	0	0	0
AL021917.1	1	0	0	0	0	0	1	0
AC092756.1	0	0	0	0	0	1	0	0
AC110769.1	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0
AC079603.1	0	0	0	0	0	0	0	0
AC017084.1	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0
AC004052.1	0	0	0	0	0	0	0	0
MIR450B	3	1	1	1	1	0	1	0
AC092576.1	0	0	0	0	0	0	0	0
AL359832.1	0	1	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0	0
AC007682.2	0	0	0	0	0	0	0	0
AL512505.1	0	0	0	0	0	1	0	0
AL354936.1	0	0	0	0	0	0	0	0
AL139429.1	0	0	0	0	0	0	0	0
AC026320.1	0	0	0	0	0	0	0	0
AC068062.1	1	0	0	0	0	0	0	0
AC095061.1	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	1	0	1
AL445258.1	0	0	0	0	0	0	0	0
MIR938	0	0	0	0	0	0	0	0
AL356479.1	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0
AL356693.1	0	0	0	0	0	0	0	0
AL135784.1	0	0	0	0	0	0	0	0
AC019201.1	0	0	0	0	0	0	0	0
AC097372.1	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0
AC104457.1	0	0	0	0	0	0	0	0
MIR875	0	0	0	0	0	0	0	0
AL158155.1	0	0	0	0	0	1	0	0
AL589736.1	0	0	0	0	0	0	0	0
AP003730.1	0	0	0	0	0	0	0	0
AC002066.2	0	0	0	0	0	0	0	0
MIR887	2	0	1	0	4	0	2	0
AC010146.2	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0
AC131213.1	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0
AL157830.1	0	0	0	0	0	0	0	0
AC105316.1	0	0	0	0	0	0	0	0
MIR937	0	0	0	0	0	0	0	0
AC009305.2	0	0	0	0	0	0	0	0
AL357060.1	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	1	0
AC138710.1	0	0	0	0	0	0	0	0
MIR877	0	0	0	0	0	0	0	0
AC008752.1	1	0	0	0	0	0	0	0
MIR943	0	0	0	0	0	0	0	0
AL713999.1	1	1	0	0	1	3	0	1
AC092675.1	0	0	0	0	0	0	0	0
AP001572.1	0	0	0	0	0	0	0	0
AL033403.1	0	0	0	0	0	0	0	0
AC017083.1	0	0	0	0	0	0	0	0
AC117479.1	0	0	0	0	0	0	0	0
AC012119.1	0	0	0	0	0	0	0	0
AC109496.1	0	0	0	0	0	0	0	0
AC011407.1	0	0	0	0	0	0	0	0
AC025284.1	0	0	0	0	0	0	0	0
MIR939	0	0	0	0	0	0	0	0
MIR885	0	0	0	0	0	0	0	0
AC108697.1	0	0	0	0	0	0	0	0
MIR941-2	0	3	0	0	0	0	0	0
AC109357.1	0	0	0	0	0	0	0	0
AL611946.1	0	0	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0	0	0
AC131160.1	0	0	0	0	0	0	0	0
AC100832.1	0	0	0	0	0	0	0	0
AC098650.1	0	0	0	0	0	0	0	0
AL132819.1	0	0	0	0	0	0	0	0
MIR541	4	0	0	1	2	2	0	0
AL391056.1	0	0	0	0	0	0	0	0
AL137024.1	0	1	1	0	1	0	0	0
AC048346.1	0	0	0	0	0	0	0	0
AC009234.2	0	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0	0
AC009336.1	0	0	0	0	0	0	0	0
AC130360.1	0	0	0	0	0	0	0	0
MIR941-3	0	2	0	0	0	0	0	0
AP001623.1	3	5	10	5	3	2	1	11
AC018607.1	0	0	0	0	0	0	0	0
AC036178.1	0	0	0	0	0	0	0	0
AF228730.1	0	0	0	0	0	0	0	0
FABP12P1	0	0	0	0	0	0	0	0
RP11-490H24.5	1771	1512	2294	990	1986	3627	1445	1390
KRT19P2	0	0	0	0	0	0	0	0
RP3-400B16.2	0	0	0	0	0	0	0	0
RP3-354N19.3	2	0	0	2	2	1	0	2
RP3-382I10.2	0	0	0	0	0	0	0	0
HIST1H1PS1	2	2	5	1	4	4	2	4
RP3-334F4.2	0	0	0	0	0	0	0	0
RP11-486E2.1	0	0	0	0	0	0	0	0
RP11-360O19.1	0	0	0	0	0	0	0	0
RP1-182O16.2	4	0	1	2	1	3	1	0
MRPL42P2	0	0	0	0	0	0	0	0
RPL37P15	0	0	0	0	0	0	0	0
RP3-486D24.1	0	0	0	0	0	1	0	0
RP3-344J20.1	0	0	0	0	0	0	0	0
RPL12P2	4	0	1	0	9	6	2	2
AC004066.2	0	0	0	0	0	0	0	0
HIST1H2APS1	0	0	0	0	0	0	0	0
DUTP5	0	0	0	0	0	0	0	0
RAET1M	0	0	0	0	0	0	0	0
RPSAP43	0	0	0	0	0	1	0	0
RP1-91J24.1	0	0	0	1	0	2	1	0
RP3-393E18.1	1	3	3	2	2	3	1	0
IFI30	0	1	1	0	0	2	0	0
RP11-317M22.1	0	0	0	0	0	0	0	0
EEF1GP6	0	0	0	0	0	0	0	0
RP3-406A7.1	0	0	0	0	0	0	0	0
AC011718.1	2	1	3	0	0	0	0	1
RP3-435K13.1	0	0	0	0	0	0	0	0
RP11-471B18.1	0	0	0	0	0	0	0	0
LINC00955	0	0	0	0	0	0	0	0
IGSF23	5	1	19	4	5	3	4	5
RP3-406A7.5	0	0	0	0	0	0	0	0
RP11-550C4.4	0	0	0	0	0	0	0	0
RP11-244K5.6	0	0	0	0	0	1	0	0
GAPDHP72	3	4	2	0	3	4	2	0
OR2W4P	0	0	0	0	0	0	0	0
RPL7P25	0	1	0	0	0	0	0	0
RP3-355L5.3	1	3	3	0	2	5	0	1
RP1-95L4.3	0	0	0	0	0	0	0	0
RP3-406P24.1	7	10	4	4	4	8	9	6
RP11-506B6.5	0	0	0	0	0	0	0	0
CCNYL3	0	0	0	0	0	0	0	0
RP1-15D7.1	0	0	0	1	0	0	0	0
RP11-278J20.2	1	0	0	0	2	1	0	0
CIR1P3	0	0	0	0	0	0	0	0
COX6A1P3	0	0	0	0	0	0	0	0
MTND4P13	0	0	0	0	0	0	0	0
RP3-522P13.1	0	0	0	0	0	0	0	0
AC093850.1	0	0	0	0	0	1	0	0
NUDT19P3	0	1	0	1	1	0	0	0
ANXA2P3	0	3	2	1	2	2	1	2
HMGA1P7	0	0	0	0	0	0	0	0
RP1-190J20.2	0	0	0	0	0	0	0	0
VN1R13P	0	0	0	0	0	0	0	0
RP1-152L7.5	267	204	331	114	567	276	191	126
PRRC2CP1	0	0	0	0	0	0	0	0
RP1-290I10.2	0	0	0	0	0	0	0	0
RP11-390P2.2	0	0	0	0	0	0	0	0
RP11-57K17.1	20	10	14	11	19	22	10	7
RP1-69B13.2	0	0	0	0	0	0	0	0
RP11-812I20.2	0	0	0	0	0	0	0	0
R3HDM2P2	0	0	0	0	0	0	0	0
TUBB2BP1	26	38	47	15	40	64	11	17
ZNF736P10Y	0	0	0	0	0	0	0	0
BX005214.1	377	273	359	193	458	362	375	282
RBMXP1	0	1	0	0	0	0	1	0
AC009494.3	0	0	0	0	0	0	0	0
RP3-399J4.1	0	0	0	0	0	0	0	0
RPL17P26	4	1	0	1	3	3	0	1
RP11-448N11.1	0	0	0	0	0	0	0	0
LY86-AS1	0	0	0	0	0	0	0	0
RPS2P55	672	609	487	210	548	767	427	299
AC114776.1	1	2	0	1	0	0	1	0
AC009403.2	24	31	42	27	46	67	19	34
AL022393.7	0	0	2	0	2	1	2	0
RP1-161C16.1	0	0	1	0	0	0	0	0
SOCS5P5	0	0	1	0	0	1	0	0
RP11-350J20.9	9	2	6	3	9	7	5	4
RP4-753D5.3	0	0	0	0	0	0	0	0
RP1-97D16.1	2	0	1	0	1	0	0	0
RP5-988G15.1	0	0	0	0	0	0	0	0
AC131097.4	0	0	0	0	0	1	2	0
CCDC7	20	17	24	14	20	20	11	17
RPL7P58	0	0	1	0	0	1	0	0
RP11-568A7.1	0	0	0	0	0	0	0	0
RPL21P65	0	0	0	2	0	0	0	0
HSPD1P10	0	1	0	0	0	0	2	0
CYP2AC1P	0	0	0	0	0	0	0	0
RP3-329A5.1	0	0	0	0	0	0	0	1
RPL10P1	0	0	0	1	0	1	0	1
TPT1P4	75	64	36	20	43	45	20	33
RP11-428J1.2	0	0	0	0	0	0	0	0
RP11-346C16.1	0	0	0	0	0	0	0	0
RP11-331O9.4	0	0	0	0	0	0	0	0
RP11-30P6.1	8	7	10	7	16	21	5	4
RP11-448N11.2	0	0	0	0	0	0	0	0
AC007401.2	3	1	3	3	3	5	3	5
RP1-13D10.3	0	0	0	0	0	0	0	0
RP1-245M18.2	0	0	0	0	0	0	0	0
HMGB3P19	0	0	0	0	0	0	0	0
RPS29P13	0	0	0	0	0	0	0	0
PPIAP31	351	383	234	220	203	279	197	231
RP1-76C18.1	0	0	0	0	0	0	0	0
FNIP1	1783	1395	1450	1070	1708	1869	1512	1492
RP3-375P9.2	51	56	17	18	34	26	21	15
RP1-140K8.3	0	0	0	0	0	0	0	0
RP11-129H15.4	0	0	0	0	0	0	0	0
LARP1P1	0	0	2	0	1	0	1	0
RP11-331O9.1	0	0	0	0	0	0	0	0
ANKRD18EP	66	47	56	42	59	75	73	64
MTHFD2P2	0	0	0	0	0	0	0	0
RP11-9G10.1	1	0	0	0	0	0	0	0
MTCYBP2	0	0	0	0	0	0	0	0
RP11-360O19.5	0	0	0	0	0	0	0	1
RP11-277I20.2	0	0	0	0	0	0	0	0
RP1-319M7.2	0	1	0	0	0	0	0	0
RP1-152L7.1	0	0	0	0	0	0	0	0
RP3-340H11.2	0	0	0	0	0	0	0	0
SP9	0	0	0	0	0	0	0	0
RP1-182O16.1	1	3	1	0	0	2	1	0
CBX3P9	32	22	18	12	21	41	25	21
AC007249.3	0	3	5	3	4	2	4	1
POM121L4P	9	6	10	14	11	41	11	24
TXNP7	0	0	0	0	0	0	0	0
RP1-263J7.2	0	0	0	0	0	0	0	0
RP1-34B20.4	1	0	1	1	0	0	0	0
AC018865.5	2	2	0	1	0	0	1	1
UQCRFS1P3	0	0	0	0	0	0	0	0
OR2W2P	0	0	0	0	0	0	0	0
PRELID1P1	26	31	12	18	19	27	13	15
RPS7P5	0	0	0	0	0	0	0	0
SSXP10	0	0	0	0	0	0	0	0
RP11-304C16.3	0	0	0	0	0	0	0	0
RP11-33E24.3	0	0	0	0	0	0	0	0
TUBB4BP7	0	0	0	0	0	0	0	0
AK4P5	0	0	0	0	0	0	0	0
RP11-254A17.1	0	0	0	0	0	0	0	0
PSMC1P11	0	0	0	0	0	0	1	0
RPS4XP9	1	0	0	0	0	0	1	0
PRELID1P2	0	0	0	0	0	0	0	0
RP11-528A10.2	0	0	0	0	0	0	0	0
ISCA1P1	81	99	96	94	86	149	74	105
SYCE3	1	1	0	0	2	1	0	1
RP3-366N23.4	0	0	0	0	0	0	0	0
AC091801.1	1	0	0	0	0	0	0	0
RP11-184C23.1	0	0	0	0	0	0	0	0
HMGB1P17	0	0	0	0	0	0	0	0
RP11-135M8__A.1	0	0	0	0	0	0	0	0
RP11-474L11.5	0	1	0	0	0	1	0	0
RP1-95L4.2	0	0	0	0	1	0	1	0
RP11-477E3.2	0	0	0	0	1	0	2	0
RP3-495O10.1	0	0	0	0	0	0	0	0
RPS16P5	0	0	0	0	0	0	0	0
IQCB2P	0	1	1	0	0	0	0	1
CKLF	15	14	11	8	16	20	16	7
RP11-157L10.1	0	0	0	0	0	0	0	0
TDGF1P4	0	0	0	0	0	1	0	0
RP11-248G5.8	0	0	0	0	0	0	0	0
RP1-13D10.5	0	0	0	0	0	0	0	0
RP1-28C20.1	0	0	0	0	0	0	0	0
RP11-204C16.4	269	233	394	158	385	485	236	222
RP1-142O9.2	0	0	0	0	0	0	0	0
PTGES3P2	1	0	1	1	0	0	0	1
RP4-803A2.1	1	0	0	0	0	0	1	2
HIST1H2BPS2	0	0	1	0	0	0	0	0
RP1-95L4.4	22	10	28	8	26	15	17	11
RP11-63K6.1	0	1	0	0	0	0	0	0
RP11-415D17.1	0	0	0	0	0	0	0	0
RPS3AP24	1	0	1	0	1	1	0	1
NUS1P4	0	0	0	0	0	0	0	0
MGC10955	2	0	1	0	1	0	0	1
SERPINB8P1	0	0	0	0	0	0	0	0
RPS10P3	1464	1450	805	499	644	901	575	521
AC064847.4	0	0	0	0	0	0	0	0
CCT7P1	1	0	2	0	0	0	1	0
RP1-303A1.1	0	0	0	0	0	0	0	0
RP11-160A9.2	0	0	0	0	0	0	0	0
RP11-76H14.2	18	9	39	14	43	44	16	19
FEM1AP3	0	0	0	0	0	0	0	0
RP11-156F23.2	0	0	0	0	0	0	0	0
RP3-508D13.1	0	0	0	0	0	0	0	0
ASS1P9	0	0	0	0	1	0	1	1
RP11-465B22.3	0	3	0	0	1	2	2	2
RP11-191A15.2	0	0	0	0	0	0	0	0
FAT1P1	0	0	0	0	0	0	0	0
HNRNPDP2	0	0	0	0	0	0	0	0
SNRPEP6	0	0	0	0	0	0	0	0
AC099552.4	0	0	0	0	0	0	0	0
RP6-159A1.2	26	14	30	10	27	24	22	19
HIST1H4PS1	0	0	0	1	0	1	0	1
OR4F7P	0	0	0	0	0	0	1	0
RP11-534P19.1	0	0	0	0	0	0	0	0
ZNF839P1	0	0	0	0	0	0	0	0
HSPE1P8	0	1	0	0	0	1	1	0
CICP18	13	9	17	4	6	23	7	0
PAM16	10	34	29	17	26	40	31	22
AC073869.20	13	11	7	9	17	18	8	8
KRT19P1	0	0	0	0	0	0	0	0
ZNF192P2	1	0	0	0	1	0	0	0
RP4-800J21.3	3	0	0	1	0	1	0	1
PRKRIRP5	0	0	0	0	0	0	0	0
RP11-157J24.1	3	2	19	1	14	7	5	2
RP3-407E4.4	0	0	0	0	0	0	0	0
RPL31P33	0	0	0	0	0	0	0	0
ADAMTS7P4	40	27	37	26	36	31	24	44
RSL24D1P1	3	0	3	1	6	4	2	5
RP1-13D10.2	1	0	1	1	4	1	0	0
DNAJA1P4	0	0	0	0	0	0	0	0
RP1-261G23.4	0	0	0	0	0	0	0	0
KIRREL3-AS3	0	0	0	0	0	0	0	1
AP000567.27	0	0	0	0	0	0	0	0
ERHP2	0	0	0	0	0	0	0	0
KRT18P22	0	1	0	3	0	0	0	2
RP11-427E4.1	0	0	0	0	0	0	0	0
AC016739.2	143	136	87	64	89	130	81	86
SLC25A5P7	0	0	0	0	1	0	0	0
KRT8P43	0	0	0	0	0	0	1	0
RP11-325O24.1	1	0	1	0	0	0	0	0
POM121L14P	0	0	0	1	1	2	0	0
HLFP1	0	0	0	0	0	0	0	0
RPS20P32	0	0	0	0	0	0	0	0
RP11-367G18.2	11	8	18	5	10	19	7	10
FTH1P26	0	0	0	0	0	0	0	0
TATDN2P2	23	29	35	21	24	53	27	37
RP11-889L3.1	750	695	524	275	497	631	354	393
NEPNP	0	0	1	0	1	1	0	0
RP11-96J19.1	0	0	0	0	0	0	0	0
RPS4XP7	3	2	1	0	2	2	2	1
RP3-407E4.3	0	0	0	0	0	0	0	0
HIST1H2APS3	1	0	0	0	0	0	0	2
MORF4L1P1	996	988	1133	821	1091	1546	897	1052
RP11-63K6.4	0	0	0	0	0	0	0	0
AC006024.4	20	20	16	21	17	28	10	27
RP11-393I2.2	0	0	0	0	0	0	0	1
TENM3	264	134	113	54	233	227	127	122
RP4-724P12.1	0	0	0	0	0	1	0	0
HNRNPA1P1	0	0	0	0	0	0	0	0
LYPLA1P3	5	14	17	7	26	33	19	19
RPS3AP23	0	0	0	0	0	0	0	0
LL22NC03-75H12.2	0	0	0	0	0	0	0	0
RAET1K	1	1	4	2	3	3	0	4
SUMO2P13	0	0	0	0	0	0	0	0
SLC25A20P1	0	0	0	0	0	0	0	0
AC012078.2	0	0	0	0	0	1	0	0
AC110619.2	4	3	1	2	8	5	3	8
RP11-296E7.1	519	500	550	368	640	705	408	508
AC016773.1	2	5	0	3	3	4	2	2
NDUFS5P1	0	0	0	0	0	0	0	0
RP11-475C16.1	2441	2421	2757	1254	2872	2786	1742	1719
